zip, city
7324,Vilters
1182,Gilly
3234,Vinelz
2500,Biel/Bienne
1184,Vinzel
1895,Vionnaz
6805,Mezzovico
6574,Vira (Gambarogno)
1239,Collex
1239,Collex
1906,Charrat
3930,Visp
3932,Visperterminen
3961,Vissoie
6354,Vitznau
7557,Vnà
6663,Comologno
3255,Rapperswil BE
5426,Lengnau AG
5412,Vogelsang AG
6632,Vogorno
8459,Volken
8604,Volketswil
1941,Vollèges
8915,Hausen am Albis
4803,Vordemwald
3089,Hinterfultigen
9033,Untereggen
3412,Heimiswil
3418,Rüegsbach
8857,Vorderthal
3257,Grossaffoltern
1896,Vouvry
7149,Vrin
1628,Vuadens
1616,Attalens
1820,Montreux
1674,Vuarmarens
1418,Vuarrens
1418,Vuarrens
1509,Vucherens
1302,Vufflens-la-Ville
1134,Vufflens-Château
1431,Vugelles-La Mothe
1610,Vuibroye
1633,Vuippens
1486,Vuissens
1687,Vuisternens-Romont
1696,Vuisternens-Ogoz
1445,Vuiteboeuf
1085,Vulliens
1115,Vullierens
7552,Vulpera
8842,Unteriberg
3084,Wabern
3618,Süderen
3476,Oschwand
8820,Wädenswil
8646,Wagen
8259,Wagenhausen
8564,Wagerswil
4246,Wahlen b. Laufen
3046,Wahlendorf
1738,Sangernboden
3150,Schwarzenburg
6318,Walchwil
8636,Wald ZH
6034,Inwil
9044,Wald AR
9105,Schönengrund
8727,Walde SG
5046,Walde AG
3803,Beatenberg
8142,Uitikon Waldegg
4437,Waldenburg
3432,Lützelflüh-Goldb
5624,Waldhäusern AG
8564,Wäldi
9205,Waldkirch
9104,Waldstatt
8880,Walenstadt
8881,Walenstadtberg
3512,Walkringen
4323,Wallbach
3206,Wallenbuch
1784,Wallenried
5636,Benzenschwil
8360,Wallenwil
8330,Pfäffikon ZH
8304,Wallisellen
3380,Walliswil-Nbipp
3377,Walliswil b.Wangen
3272,Walperswil
8468,Waltalingen
7158,Waltensburg/Vuorz
5622,Waltenschwil
8418,Schlatt
4942,Walterswil BE
5746,Walterswil SO
8126,Zumikon
3463,Häusernmoos
3251,Wengi b. Büren
9428,Walzenhausen
9428,Walzenhausen
3615,Heimenschwand
8855,Wangen SZ
3380,Wangen an der Aare
8602,Wangen ZH
4612,Wangen b. Olten
3374,Wangenried
9545,Wängi
7323,Wangs
3372,Wanzwil
9478,Azmoos
8532,Warth
8165,Oberweningen
3457,Wasen im Emmental
6484,Wassen UR
9057,Wasserauen
9620,Lichtensteig
6084,Hasliberg Wasserw
8195,Wasterkingen
8105,Watt
3665,Wattenwil
3076,Worb
9630,Wattwil
6242,Wauwil
6243,Egolzwil
2075,Wavre
8532,Weiningen TG
8570,Weinfelden
8872,Weesen
4317,Wegenstetten
6353,Weggis
8187,Weiach
3462,Weier im Emmental
9523,Züberwangen
9547,Wittenwil
8570,Weinfelden
9508,Weingarten-Kalth
8104,Weiningen ZH
8532,Weiningen TG
4936,Kleindietwil
9057,Weissbad
9057,Weissbad
3766,Boltigen
5632,Buttwil
3000,Bern
3764,Weissenburg
3764,Weissenburg
3919,Blatten(Lötschen)
3045,Meikirch
3045,Meikirch
4515,Weissenstein
8484,Weisslingen
7326,Weisstannen
9476,Weite
9515,Hosenruck
8494,Bauma
8500,Frauenfeld
8552,Felben-Wellhausen
4716,Welschenrohr
8474,Dinhard
3823,Wengen
3251,Wengi b. Büren
3714,Wengi b. Frutigen
1715,Alterswil FR
4493,Wenslingen
8354,Hofstetten ZH
8919,Rottenschwil
9470,Werdenberg
3273,Kappelen
7433,Wergenstein
8615,Wermatswil
8342,Wernetshausen
8606,Nänikon
6106,Werthenstein
6106,Werthenstein
5430,Wettingen
4000,Basel
8907,Wettswil
8620,Wetzikon ZH
8512,Wetzikon TG
3036,Detligen
8967,Widen
5425,Schneisingen
4522,Rüttenen
9443,Widnau
9443,Widnau
8000,Zürich
4537,Wiedlisbach
9405,Wienacht-Tobel
3255,Rapperswil BE
7494,Davos Wiesen
6383,Wiesenberg
8542,Wiesendangen
8262,Ramsen
8372,Wiezikon b.Sirnach
9621,Oberhelfenschwil
6192,Wiggen
3053,Wiggiswil
5637,Beinwil (Freiamt)
8556,Wigoltingen
3512,Walkringen
4806,Wikon
8196,Wil ZH
6436,Muotathal
9500,Wil SG
5276,Wil AG
8600,Dübendorf
4656,Starrkirch-Wil
5300,Turgi
8492,Wila
8217,Wilchingen
8489,Wildberg
5103,Wildegg
8465,Wildensbuch
3812,Wilderswil
9658,Wildhaus
3928,Randa
6062,Wilen (Sarnen)
9100,Herisau
9428,Walzenhausen
9225,Wilen (Gottshaus)
8535,Herdern
8525,Wilen b. Neunforn
8525,Wilen b. Neunforn
9535,Wilen b. Wil
8832,Wilen b. Wollerau
8427,Rorbas
6482,Gurtnellen
4252,Bärschwil
3918,Wiler (Lötschen)
3266,Wiler b. Seedorf
3428,Wiler b.Utzenstorf
1714,Heitenried
3207,Wileroltigen
5058,Wiliberg
6236,Wilihof
3425,Willadingen
8846,Willerzell
3860,Meiringen
8618,Oetwil am See
6130,Willisau
8253,Willisdorf
3752,Wimmis
9315,Winden
5210,Windisch
8175,Windlach
2513,Twann
6235,Winikon
4558,Winistorf
8185,Winkel
9015,St. Gallen
8312,Winterberg ZH
5647,Oberrüti
5647,Oberrüti
5637,Beinwil (Freiamt)
4451,Wintersingen
8400,Winterthur
4652,Winznau
8000,Zürich
6383,Wirzweli
4634,Wisen SO
5463,Wislikofen
8000,Zürich
9300,Wittenbach
9547,Wittenwil
4108,Witterswil
9430,St. Margrethen SG
4443,Wittinsburg
5064,Wittnau
5053,Wittwil
3236,Gampelen
3033,Wohlen b. Bern
5610,Wohlen AG
3033,Wohlen b. Bern
5512,Wohlenschwil
6386,Wolfenschiessen
9116,Wolfertswil
7265,Davos Wolfgang
9427,Wolfhalden
9427,Wolfhalden
8633,Wolfhausen
9533,Kirchberg SG
8514,Amlikon-Bissegg
4704,Wolfisberg
5063,Wölflinswil
3036,Detligen
4628,Wolfwil
6110,Wolhusen
6110,Wolhusen
8832,Wollerau
8000,Zürich
8912,Obfelden
3076,Worb
3252,Worben
3048,Worblaufen
3048,Worblaufen
5012,Wöschnau
8400,Winterthur
3184,Wünnewil
9514,Wuppenau
5303,Würenlingen
5436,Würenlos
3862,Innertkirchen
4923,Wynau
3472,Wynigen
4954,Wyssachen
4934,Madiswil
1169,Yens
1981,Vex
1400,Yverdon-les-Bains
1462,Yvonand
1853,Yvorne
7748,Campascio
7107,Safien Platz
3309,Zauggenried
3532,Zäziwil
4495,Zeglingen
5079,Zeihen
4314,Zeiningen
9427,Wolfhalden
8487,Zell ZH
6144,Zell LU
1724,Zénauva
3934,Zeneggen
3920,Zermatt
7530,Zernez
5732,Zetzwil
9556,Zezikon
4417,Ziefen
8866,Ziegelbrücke
8866,Ziegelbrücke
3054,Schüpfen
4564,Zielebach
7167,Zignau
3238,Gals
8588,Zihlschlacht
7432,Zillis
8604,Volketswil
3255,Rapperswil BE
3086,Zimmerwald
3961,Zinal
7205,Zizers
4800,Zofingen
3436,Zollbrück
3436,Zollbrück
1716,Schwarzsee
8125,Zollikerberg
3052,Zollikofen
8702,Zollikon
8702,Zollikon
7082,Vaz/Obervaz
8585,Zuben
9523,Züberwangen
4528,Zuchwil
9526,Zuckenriet
5621,Zufikon
6300,Zug
6300,Zugerberg
4234,Zullwil
1713,St. Antoni
1719,Zumholz
8126,Zumikon
8543,Bertschikon
4455,Zunzgen
7557,Vnà
7524,Zuoz
9107,Urnäsch
8000,Zürich
4315,Zuzgen
3303,Zuzwil BE
9524,Zuzwil SG
8192,Zweidlen
3815,Zweilütschinen
3770,Zweisimmen
3645,Zwieselberg
8909,Zwillikon
4222,Zwingen
3907,Gondo
3756,Zwischenflüh
